,Title,Author,Rating,Img,Img_description,Year,Words,Minutes,Description,Genres,Blurb,PDF,Epub,Read
297,A Friend of Napoleon,Richard Connell,5.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/covers/small/a_friend_of_napoleon.jpg,Drawing of a man running through the streets holding a wax figure.,1923.0,6977,28,A lonely wax museum worker must save his friends when the museum closes down.,Quirky,"“Stop! Desecraters of Napoleon, stop! There still lives one Frenchman who loves the memories of his native land; there is still one patriot left. I, I, Jerome Chibou, will save Napoleon!”",https://www.libraryofshortstories.com/storiespdf/a-friend-of-napoleon.pdf,https://www.libraryofshortstories.com/storiesepub/a-friend-of-napoleon.epub,https://www.libraryofshortstories.com/onlinereader/a-friend-of-napoleon
298,The Frog-Prince,Brothers Grimm,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/frog.jpg,A dumb-looking frog. Graphite filter.,1812.0,1192,5,"After a princess loses her ball in a spring, she offers a frog all that he wants if he can bring it back to her.",Childrens;Fantasy,"“I told him that he should live with me here, thinking that he could never get out of the spring; but there he is at the door, and he wants to come in.”",https://www.libraryofshortstories.com/storiespdf/the-frog-prince.pdf,https://www.libraryofshortstories.com/storiesepub/the-frog-prince.epub,https://www.libraryofshortstories.com/onlinereader/the-frog-prince
299,The Frogs Asking for a King,Aesop,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/frog.jpg,A frog with a blank stare. Graphite filter.,-400.0,193,1,A small origin story for frogs.,Childrens,"Time was when the Frogs were discontented because they had no one to rule over them: so they sent a deputation to Jupiter to ask him to give them a King. Jupiter, despising the folly of their request,...",https://www.libraryofshortstories.com/storiespdf/the-frogs-asking-for-a-king.pdf,https://www.libraryofshortstories.com/storiesepub/the-frogs-asking-for-a-king.epub,https://www.libraryofshortstories.com/onlinereader/the-frogs-asking-for-a-king
300,From Beyond,H. P. Lovecraft,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/stare.jpg,"The tense, staring eye of a man's face. Graphite filter",1934.0,3029,13,"After originally being banished from a scientists house for insisting he halt his experiments, a man is invited back to see the new discovery said to open up man’s untapped senses.",Horror;Gothic;Sci-fi,"These things should be left to the frigid and impersonal investigator, for they offer two equally tragic alternatives to the man of feeling and action; despair if he fail in his quest, and terrors unutterable and unimaginable if he succeed.",https://www.libraryofshortstories.com/storiespdf/from-beyond.pdf,https://www.libraryofshortstories.com/storiesepub/from-beyond.epub,https://www.libraryofshortstories.com/onlinereader/from-beyond
301,The Frost Giant’s Daughter,Robert E. Howard,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/sword.jpg,The hilt and bottom half of an iron sword. Graphite filter.,1934.0,3294,14,,Fantasy;Adventure,"Across the red drifts and mail-clad forms, two figures glared at each other. In that utter desolation only they moved. The frosty sky was over them, the white illimitable plain around them, the dead men at their feet.",https://www.libraryofshortstories.com/storiespdf/the-frost-giants-daughter.pdf,https://www.libraryofshortstories.com/storiesepub/the-frost-giants-daughter.epub,https://www.libraryofshortstories.com/onlinereader/the-frost-giants-daughter
302,Gabriel-Ernest,Saki,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/cat.jpg,Eyes in the darkness. Graphite filter.,1909.0,2445,10,"Van Cheele finds a mysterious and menacing boy in the forest, who claims to live in the woods by himself.",Fantasy;Horror,"’What do you feed on?’ he asked.
’Flesh,’ said the boy, and he pronounced the word with slow relish, as though he were tasting it.",https://www.libraryofshortstories.com/storiespdf/gabriel-ernest.pdf,https://www.libraryofshortstories.com/storiesepub/gabriel-ernest.epub,https://www.libraryofshortstories.com/onlinereader/gabriel-ernest
303,The Garden Of The Holy Virgin,Aleksandr I. Kuprin,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/lilacs.jpg,A bunch of lilacs flowers. Graphite filter.,,980,4,The Holy Virgin Mary walks among a garden where each flower holds the particle of a man.,Literary;Fantasy;War,"Oppressive silence, as before a thunderstorm, overhangs the world. The air is perfectly motionless. But the flowers tremble and sway in fright as in a tempest, bending to the very ground and extending their heads to the Virgin with boundless entreaty.",https://www.libraryofshortstories.com/storiespdf/the-garden-of-the-holy-virgin.pdf,https://www.libraryofshortstories.com/storiesepub/the-garden-of-the-holy-virgin.epub,https://www.libraryofshortstories.com/onlinereader/the-garden-of-the-holy-virgin
304,The Gateway of the Monster,William Hope Hodgson,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/covers/small/the_gateway_of_the_monster.jpg,Two men peer into a room with an ornate bed.,1910.0,8657,35,"Carnacki is called to a house to sort out the mysterious noises coming from the ‘grey room’, a room where three different people were found strangled to death in generations past.",Mystery;Fantasy;Gothic,"“It passed swiftly ’round the circle, and seemed to probe ever toward me; but only to draw back with extraordinary jerky movements, as might a living person if they touched the hot bar of a grate.”",https://www.libraryofshortstories.com/storiespdf/the-gateway-of-the-monster.pdf,https://www.libraryofshortstories.com/storiesepub/the-gateway-of-the-monster.epub,https://www.libraryofshortstories.com/onlinereader/the-gateway-of-the-monster
305,The Geebung Polo Club,Banjo Paterson,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/grave.jpg,A gravestone. Graphite filter.,1893.0,513,3,"A mountain-side polo club and a posh, city polo club have a match to determine who’s the best.",Poetry;Quirky,"Now my readers can imagine how the contest ebbed and flowed, — When the Geebung boys got going it was time to clear the road — And the game was so terrific that ere half the time was gone — A spectator’s leg was broken — just from merely looking on.",https://www.libraryofshortstories.com/storiespdf/the-geebung-polo-club.pdf,https://www.libraryofshortstories.com/storiesepub/the-geebung-polo-club.epub,https://www.libraryofshortstories.com/onlinereader/the-geebung-polo-club
306,The Ghost in Master B’s Room,Charles Dickens,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/haunted.jpg,"A gothic, wooden, three storeyed house.",1859.0,4220,17,,Gothic,"I trembled and looked over my shoulder; nothing there. I looked again in the glass, and distinctly saw the features and expression of a boy, who was shaving, not to get rid of a beard, but to get one.",https://www.libraryofshortstories.com/storiespdf/the-ghost-in-master-bs-room.pdf,https://www.libraryofshortstories.com/storiesepub/the-ghost-in-master-bs-room.epub,https://www.libraryofshortstories.com/onlinereader/the-ghost-in-master-bs-room
307,The Giant Wistaria,Charlotte Perkins Gilman,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/haunted.jpg,"A gothic, wooden, three storeyed house.",1891.0,3082,13,,Horror;Literary,"O, George, what a house! what a lovely house! I am sure it’s haunted!",https://www.libraryofshortstories.com/storiespdf/the-giant-wistaria.pdf,https://www.libraryofshortstories.com/storiesepub/the-giant-wistaria.epub,https://www.libraryofshortstories.com/onlinereader/the-giant-wistaria
308,The Gift of the Magi,O. Henry,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/coins.jpg,Rusty coins in the palm of someones hands. Graphite filter.,1905.0,2057,9,Della sells her prized locks to buy a present for her husband.,Quirky;Literary,There was clearly nothing to do but flop down on the shabby little couch and howl.,https://www.libraryofshortstories.com/storiespdf/the-gift-of-the-magi.pdf,https://www.libraryofshortstories.com/storiesepub/the-gift-of-the-magi.epub,https://www.libraryofshortstories.com/onlinereader/the-gift-of-the-magi
309,The Girls in Their Summer Dresses,Irwin Shaw,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/dress.jpg,A woman with a thatched bag and a light summer dress. Graphite filter.,1939.0,2900,12,A woman becomes increasingly frustrated with her partner for staring at girls on the street.,Literary,"“She’s not so pretty, anyway,” Frances said. “Anyway, not pretty enough to take a chance breaking your neck looking at her.”",https://www.libraryofshortstories.com/storiespdf/the-girls-in-their-summer-dresses.pdf,https://www.libraryofshortstories.com/storiesepub/the-girls-in-their-summer-dresses.epub,https://www.libraryofshortstories.com/onlinereader/the-girls-in-their-summer-dresses
310,Glamour,Stephen Vincent Benét,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/affair.jpg,Silhouette of man and woman kissing in front of balcony. Graphite filter,1937.0,6753,28,A man comes into a large inheritance and quits his job to write a novel. But it does not work out as expected.,Literary,“ I didn’t want to make the best of things—I wanted it all. You can’t compromise with glamour. Or that’s the way I feel.”,https://www.libraryofshortstories.com/storiespdf/glamour.pdf,https://www.libraryofshortstories.com/storiesepub/glamour.epub,https://www.libraryofshortstories.com/onlinereader/glamour
311,The “Gloria Scott”,Arthur Conan Doyle,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/detective.jpg,A man in a bowler hat and a popped collar. Graphite filter,1893.0,7835,32,"Holmes recounts of the case that set him on his path of detective work. He was dining with his friend and friend’s father when he makes a deduction about the father’s past, accidentally shocking his host.",Mystery;Adventure,"Mr. Trevor stood slowly up, fixed his large blue eyes upon me with a strange wild stare, and then pitched forward, with his face among the nutshells which strewed the cloth, in a dead faint.",https://www.libraryofshortstories.com/storiespdf/the-gloria-scott.pdf,https://www.libraryofshortstories.com/storiesepub/the-gloria-scott.epub,https://www.libraryofshortstories.com/onlinereader/the-gloria-scott
312,"God Sees the Truth, But Waits",Leo Tolstoy,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/overgrown.jpg,"An ugly, broken window. Graphite filter.",,2983,12,"A merchant’s wife has a bad dream that her husband’s journey to the fair won't bode well, but he goes nonetheless.",Literary;Tragedy,"“Here is this blood-stained knife in your bag and your face and manner betray you! Tell me how you killed him, and how much money you stole?”",https://www.libraryofshortstories.com/storiespdf/god-sees-the-truth-but-waits.pdf,https://www.libraryofshortstories.com/storiesepub/god-sees-the-truth-but-waits.epub,https://www.libraryofshortstories.com/onlinereader/god-sees-the-truth-but-waits
313,Going Blind,Henry Lawson,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/oldhands.jpg,A pair of elderly hands clutching a cane. graphite filter.,1896.0,2141,9,"A young man meets a bushman in a hotel. The older man is going blind, and wonders what work he will be able to do in the country once his sight worsens.",Literary,"Darkness fell quickly upon him now—or, rather, the “sort of white blur” increased and closed in. But his hearing was better, he said, and he was glad of that and still cheerful. I thought it natural that his hearing should improve as he went blind.",https://www.libraryofshortstories.com/storiespdf/going-blind.pdf,https://www.libraryofshortstories.com/storiesepub/going-blind.epub,https://www.libraryofshortstories.com/onlinereader/going-blind
314,The Golden Ball,Flora Annie Steel,1.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/princess.jpg,A woman with curly locks in a ball gown by a castle. Graphite filter.,1918.0,1090,5,A girl is taken away to be hanged for losing a golden ball. So her lover sets out to find it.,Childrens;Fantasy,"Once upon a time there lived two lasses, who were sisters, and as they came from the fair they saw a right handsome young man standing at a house door before them. They had never seen such a handsome...",https://www.libraryofshortstories.com/storiespdf/the-golden-ball.pdf,https://www.libraryofshortstories.com/storiesepub/the-golden-ball.epub,https://www.libraryofshortstories.com/onlinereader/the-golden-ball
